Company,Country,Education,Employment Type,Experience,Id,Locality,Location,Postalcode,Posted At,Region,Salary,Skills,Title,Latitude,Longitude,Abbr,,,,,,
PrimeTime Marketing,US,High School,FULL_TIME,No experience required.,2bf2b074-1710-5c2d-820f-4550452f3350,Indianapolis,POINT(-86.22601000 39.80701000),46222,2021-04-29T13:29:56Z,IN,"$30,160.00 - $50,000.00 / year","Extroverted, Self Motivation, Team-working, Passionate, Active Listening, Written Communication, Communication, Customer Service, Sales, Effective Listening, Telemarketing, Customer Satisfaction, Customer Support, Management Training",Entry Level Customer Service Representative,39.80701,-86.22601,18,,,,,,
Experis,US,Associate's Degree,FULL_TIME,At least 2 years experience.,22b61e1f-86b3-5890-8b81-d1f1c9a8571d,Savannah,POINT(-81.09120000 32.08090000),,2021-04-11T01:06:19Z,GA,,"Project Management, Dosimetry, Verbal Communication, Written Communication, Finance, Nursing, Nursing Informatics, Hospital Information Systems, Oncology, Electronic Medical Record, Medical Records, Radiation Treatment Planning, Clinical Works, Health Administration, Computer Sciences, Health Information Systems (HIS), Radiation Therapy, Information Systems, Maintenance, Communication",Radiation/Medical Oncology Clinical Analyst,32.0809,-81.0912,13,,,,,,
Confidential,US,,FULL_TIME,No experience required.,2a699579-83c7-581f-9fad-343e7438b782,Framingham,POINT(-71.41615000 42.27929000),,2021-04-06T12:13:55Z,MA,$17.00 - $18.00 / hour,"Insurance, Spanish Language, Operations, Dermatology, Recruitment, Telephone Skills, Hardworking And Dedicated, Customer Service, English Language, Multilingualism, Clerical Works",Bilingual Medical Receptionist,42.27929,-71.41615,25,,,,,,
Napleton Northlake Chrysler Dodge,US,High School,FULL_TIME,At least 1 year experience.,74c6a3c1-9757-5853-a4ed-2765d2e9a2d4,Lake Park,POINT(-80.06643000 26.80034000),,2021-05-03T15:37:24Z,FL,,"Selling Techniques, Communication, Customer Service, Loyalty Programs, Automotive Sales, Scheduling, Success Driven, Self Motivation, Passionate, Testing, Maintenance, Insurance, Sales Management, Finance",Sales Representative,26.80034,-80.06643,12,,,,,,
Bankers Life,US,,FULL_TIME,,30f017da-5072-5dc4-94e2-3029208d054b,Houston,POINT(-95.54376000 29.93172000),77064,2021-04-20T01:05:41Z,TX,"$41,000.00 - $62,000.00 / year","Insurance, Finance, Financial Services, Investments, Annuities, Mentorship",Financial Representative – Insurance Sales,29.93172,-95.54376,48,,,,,,
FFL Quality Life Solutions,US,,FULL_TIME,,6bb7ba2a-e478-5ac9-bf25-5b34cbac2a51,Wichita,POINT(-97.33006000 37.68718000),,2021-04-21T07:09:33Z,KS,"$48,125.00 - $92,831.00 / year","Scheduling, Sales Management, Sales Territory, Sales, Booking (Sales), Reports, Information Security",Sales Representative,37.68718,-97.33006,20,,,,,,
Express Employment Professionals,US,,FULL_TIME,At least 1 year experience.,c4c84146-6120-57a3-accd-0134c9e5dd5f,Ramsey,POINT(-86.15464000 38.32342000),,2021-04-09T16:39:13Z,IN,$14.00 - $15.00 / hour,"Customer Service, Sales, Accounts Receivable, Reconciliation, Customer Retention",Customer Service Professional,38.32342,-86.15464,18,,,,,,
Confidential,US,,FULL_TIME,,b6ce5392-abd5-5d3d-a64a-7251fd70cf2b,Atlanta,POINT(-84.38799000 33.74900000),,2021-04-19T09:36:31Z,GA,$75.00 - $80.00 / hour,"System Information, Analysis, Scalability, Architecture, Coordinating, Automated Data Processing (ADP), Information Security, Complex Problem Solving, Testing, Management, Software Licensing, Leadership, Workflows, Mapping, Customer Support, Driving",Kronos Analyst,33.749,-84.38799,13,,,,,,
Schuback Search Associates,US,,FULL_TIME,At least 5 years experience.,3f6803ee-2ebc-58df-ab7a-7cccd3887be0,Kansas City,POINT(-94.62679000 39.11553000),,2021-04-19T22:38:12Z,KS,,"Microsoft Certified Technology Specialist, Microsoft Certified Systems Administrator (MCSA), CompTIA Security+, CompTIA Network+, Cisco Certified Network Associate, Windows Server 2008, Microsoft Servers, Windows Desktop, Windows Servers, Server Supported Gaming, Desktop Support, Administration, Architecture, Customer Support",MS Windows/Exchange Systems Administrator,39.11553,-94.62679,20,,,,,,
PrideStaff,US,,FULL_TIME,At least 1 year experience.,e71d5720-aee9-5ecb-ada8-47c89524a01f,Phoenix,POINT(-112.07400000 33.44838000),,2021-05-03T01:07:42Z,AZ,$16.00 - $19.00 / hour,"Instructions, Inventory Control, Mathematics",Warehouse General Labor,33.44838,-112.074,4,,,,,,
BlueHG,US,High School,FULL_TIME,At least 5 years experience.,928786fe-8b79-5dfd-83ed-0d61293972f3,Rockdale,POINT(-97.00137000 30.65548000),76567,2021-04-07T18:38:51Z,TX,$28.00 - $30.00 / hour,"Complex Problem Solving, Maintenance, Troubleshooting (Problem Solving), Construction, Welding, Fabrication, HVAC, Plumbing, Reports, Interface",Journeyman Electrician,30.65548,-97.00137,48,,,,,,
Expanding Firm,US,,FULL_TIME,No experience required.,593bdb51-0adc-570f-86b7-22f7805c5df3,San Antonio,POINT(-98.49363000 29.42412000),,2021-04-23T01:04:18Z,TX,,"Sales, Public Relations, Marketing, Customer Relationship Management, Advertising, Event Planning, Scheduling, Management, Leadership, Event Management, Communication, Selling Techniques, Presentations, Customer Service, Retailing, Conflict Resolution, Business To Business, Administration, Attention To Detail, Multitasking, Business-To-Consumer, Service Orientation, Telecommunications, Business Administration, Verbal Communication, Electromagnetic Shielding",Event Coordinator / Customer Support Representative,29.42412,-98.49363,48,,,,,,
Burger King,US,Other,FULL_TIME,,7a532ced-a657-5215-996d-4315f2c82619,Broussard,POINT(-91.96123000 30.14715000),,2021-04-27T17:51:12Z,LA,,"Management, Restaurant Operation, Hospitality, Communication, Quality Management, Finance, Leadership, Accounting, Operations, Customer Satisfaction, Maintenance, Food Safety",Restaurant Shift Manager,30.14715,-91.96123,22,,,,,,
Pionear Recruiting,US,High School,FULL_TIME,At least 1 year experience.,e135cfbf-a104-57dc-9fe8-b8a78835528f,Charlotte,POINT(-80.84312000 35.22709000),,2021-05-03T10:45:12Z,NC,,"Sales Management, Sales Territory, Sales Process, Sales, Reports",Outside Sales Representative,35.22709,-80.84312,37,,,,,,
Skyhook Enterprises,US,,FULL_TIME,No experience required.,17f45d02-eacd-5526-aae0-9106e9d4f208,Ellicott City,POINT(-76.79831000 39.26733000),,2021-04-28T13:10:04Z,MD,"$29,120.00 - $39,520.00 / year","Team Building, Complex Problem Solving, Management, Sales, Training, Management Training, Marketing, Customer Service, Service Excellence - Health Care",Competitive Customer Service Representative,39.26733,-76.79831,24,,,,,,
Anterra Management Corporation,US,Bachelor's Degree,FULL_TIME,At least 5 years experience.,baafd701-0451-5aba-998f-ff1433a8e9f5,Dallas,POINT(-96.79699000 32.77666000),,2021-04-06T20:34:45Z,TX,"$80,000.00/ year","Scheduling, Financial Statements, Analysis Of Variance, Forecasting, Leasing (Contract Law), Property Management, Mortgage Loans, Real Estates, Accounting, Management, Variance, Operations, Budgeting, Construction, Asset Management, Presentations, Microsoft Excel",Asset Manager - Apartment Communities,32.77666,-96.79699,48,,,,,,
Lancesoft Inc.,US,High School,CONTRACTOR,At least 1 year experience.,8642848e-59a3-52ca-a7e7-938abe3bbf82,Portland,POINT(-122.72880000 45.54782000),97210,2021-04-30T14:39:15Z,OR,,"Troubleshooting (Problem Solving), Maintenance, Attention To Detail, Electricity, Complex Problem Solving, Testing, Fans, Personal Protective Equipment, Logging (Construction), Team-working, Motors, Electrical Wirings, Computer Maintenance","Maintenance Technician (Installation, Maintenance, and Repair)",45.54782,-122.7288,41,,,,,,
Confidential,US,,FULL_TIME,At least 1 year experience.,3777430e-3e74-554a-aa1a-800682e8566f,New York,POINT(-74.00597000 40.71278000),,2021-04-26T11:06:36Z,NY,,"Licensed Practical Nurse, Home Care, Clinical Assessments, Medication Therapy Management, Nursing, Disease Management, Hospice, Health Care, Registered Nurse Certified","Registered Nurse, Home Care - Manhattan (West Side)",40.71278,-74.00597,36,,,,,,
FFL Rogue Imo,US,Ph.D.,FULL_TIME,No experience required.,6ac1b2da-9fcb-55bb-ae71-640d65c595fd,Toledo,POINT(-83.65080000 41.69983000),43623,2021-04-19T16:58:09Z,OH,"$80,000.00 - $450,000.00 / year","Insurance, Microsoft Access, Hardworking And Dedicated, Communication, Training",Sales Representative,41.69983,-83.6508,39,,,,,,
VGP,US,Other,FULL_TIME,At least 5 years experience.,4c27ba0f-4cb8-5499-819e-b054fbd0f4d0,Alda,POINT(-98.46840000 40.86918000),68810,2021-04-06T14:33:06Z,NE,,"Define Measure Analyze Improve And Control (DMAIC), Production Part Approval Process, Coordinate Measuring Machine (CMM), Lean Manufacturing, Auditing, Blueprinting, Professional Attitude, Social Skills, Injection Molding, Six Sigma Methodology, Corrective And Preventive Actions, Documentation, Management, (American Society For Quality) ASQ Certified, Top Secret (TS Clearance)",Quality Manager,40.86918,-98.4684,31,,,,,,
HealthTECH Resources Inc.,US,4 Year Degree,FULL_TIME,At least 5 years experience.,3415eb37-6b83-5bd9-9e76-93eff19af0fa,Tampa,POINT(-82.45632000 27.95527000),33602,2021-04-05T10:30Z,FL,,"Systems Analysis, System Configuration, Testing, Maintenance, Claims, Electronic Funds Transfer, Billing, Electronic Data Interchange, Network Router",Epic Resolute PB Analyst,27.95527,-82.45632,12,,,,,,
Arizona Equipment Fabrication,US,,FULL_TIME,At least 1 year experience.,293d7c7d-95d7-57a9-8ebd-417a3791fd17,Apache Junction,POINT(-111.58180000 33.36954000),85120,2021-04-19T17:03:25Z,AZ,$17.00 - $25.00 / hour,"Metal Inert Gas (MIG) Welding, Gas Metal Arc Welding, Pipe (Fluid Conveyance), Thread, Welding, Fabrication, Structural Steel, Assembling, Mills, Threading (Manufacturing), Fitting, Testing","Welder (Installation, Fitter, and Production)",33.36954,-111.5818,4,,,,,,
Hanover Foods,US,High School,FULL_TIME,No experience required.,955afb2c-5eb6-5d81-a1eb-4c5fc50fedaa,Centre Hall,POINT(-77.66270000 40.83774000),16828,2021-04-12T14:57:24Z,PA,$15.00 - $17.00 / hour,"Food Safety, Hazard Analysis And Critical Control Points, Raw Materials, Warehousing, Housekeeping, Grade, Product Quality Assurance",QA Technician C,40.83774,-77.6627,42,,,,,,
"Community Care Network, Inc",US,,FULL_TIME,,df11d90d-e573-5354-8af0-6cf56f11683e,East Chicago,POINT(-87.45477000 41.63920000),,2021-04-28T16:57:59Z,IN,,"Psychiatry, Attention Deficit Disorder (ADD), Hospitals, Multidisciplinary Approach, Microsoft Access, Health Systems",Physician,41.6392,-87.45477,18,,,,,,
Ameriflex,US,4 Year Degree,FULL_TIME,At least 1 year experience.,1394679d-6619-5a75-b117-fd4dc6f4548a,Carrollton,POINT(-96.84540000 32.98380000),75006,2021-04-19T17:59:12Z,TX,"$50,000.00 - $55,000.00 / year","Business Requirements, Test Planning, Software Development Life Cycle, Software Quality Assurance (SQA), Automation, Creativity, Regression Testing, Web Applications, Business Process, Test Automation, Analysis, Interpersonal Skills, Attention To Detail, Multitasking, Presentations, Scrum (Software Development), Agile Software Development, Safari (Web Browser), Firefox, Complex Problem Solving, Verbal Communication, Written Communication, Testing, Manuals, Software Applications, Product Quality Assurance",Software Quality Assurance Analyst,32.9838,-96.8454,48,,,,,,
Visium Resources,US,4 Year Degree,CONTRACTOR,At least 7 years experience.,3d6446ad-d23e-50b2-a547-843357f6d6cd,Atlanta,POINT(-84.38799000 33.74900000),,2021-04-30T15:54:44Z,GA,,"Cisco Certified Network Associate, Multitasking, Communication, VMware Certified Professional (VCP), Time Management, Complex Problem Solving, Cisco Certified Network Professional, Microsoft Certified Systems Engineer, Verbal Communication, Microsoft Certified IT Professional, Critical Thinking, Written Communication, Self Motivation, Virtualization, Desktop Cloud Visualization (DCV), Amazon Web Services",Senior Data Center Engineer,33.749,-84.38799,13,,,,,,
"5755 Granger Road Independence, OH",US,High School,FULL_TIME,No experience required.,a61f2f7d-0c32-564a-8555-459a5f27e085,Cleveland,POINT(-81.69436000 41.49932000),,2021-04-13T01:02:08Z,OH,"$38,000.00 - $45,000.00 / year","Direct Marketing, Advertising, Public Relations, Brand Management, Entrepreneurship, Sales, Marketing, Business Development, Direct Selling, Customer Satisfaction, Attention To Detail, Customer Relationship Management, Customer Acquisition Management, Customer Support, Customer Service, Professional Attitude, Passionate, Restaurant Operation, Multitasking, Management, Friendliness, Verbal Communication, Written Communication, Order Processing, Career Development","Customer Retention Representative - CLEVELAND, OHIO",41.49932,-81.69436,39,,,,,,
Express Employment Professionals – Headquarters,US,High School,FULL_TIME,At least 3 years experience.,e19bec9d-d6bb-5d9a-be83-1d20f6df5c2c,Athens,POINT(-83.41319000 33.96321000),30606,2021-04-22T08:36:37Z,GA,$15.00/ hour,"Installations (Manual/Mechanical), Scheduling, Maintenance, Ventilation, Attention To Detail, Complex Problem Solving, Testing","HVAC Service Technician-Athens, GA",33.96321,-83.41319,13,,,,,,
ULG Skilled Trades,US,,FULL_TIME,,7455bf40-4936-54cc-acdd-03c19d967624,Milwaukee,POINT(-87.90647000 43.03890000),,2021-05-04T09:49:55Z,WI,$25.00 - $30.00 / hour,"Electrical Equipment, Electrical Wirings, Electrical Systems, Installations (Manual/Mechanical), Planned Maintenance, Control Engineering, Electrical Conduit, Electric Power Distribution, Trading, Control Systems, Motors, Assembling",Journeyman Electrician,43.0389,-87.90647,55,,,,,,
Area Temps,US,,FULL_TIME,,d2459fc5-f893-5d37-81e6-432fe880faa4,Painesville,POINT(-81.24566000 41.72449000),44077,2021-04-07T10:15:20Z,OH,$14.00/ hour,"Background Checks, Learning, Attention To Detail, Drug Testing, Coordinating",Vibratory Finisher – 2 Needed – First/Second Shifts,41.72449,-81.24566,39,,,,,,
"First Generation Life, Inc.",US,High School,CONTRACTOR,At least 1 year experience.,f90f2551-841e-527e-a22d-bca318f3eea9,Garner,POINT(-78.63064000 35.71415000),27529,2021-04-05T01:07:30Z,NC,"$50,000.00 - $60,000.00 / year","Web Conferencing, Insurance, Marketing, Risk Management, Success Driven, Time Management, Interpersonal Skills, Customer Service, Sales, Business Administration, Microsoft Office",Client Enrollment Consultant,35.71415,-78.63064,37,,,,,,
Attend,US,4 Year Degree,FULL_TIME,No experience required.,b0606962-2db6-5b39-a1bf-376e433f27e4,Long Island,POINT(-73.13496000 40.78914000),,2021-05-02T23:09:07Z,NY,"$30,000.00 - $50,000.00 / year","Client Rapport, Self Motivation, Multitasking, Sales, Retailing, Communication, Decision Making, Passionate, Hardworking And Dedicated, Positive Attitude, Customer Service, New Product Development, Customer Support",Amazon Sales Associate,40.78914,-73.13496,36,,,,,,
Steadfast Living,US,,FULL_TIME,At least 5 years experience.,d60c3974-40cc-55d9-aaaa-4baed779e024,Kansas City,POINT(-94.60036000 39.24868000),64155,2021-04-20T20:52:31Z,MO,,"Storage (Warehousing), Preventive Maintenance, Scheduling, Laws, Management, Emergency Handling",Maintenance Supervisor II,39.24868,-94.60036,29,,,,,,
Celebree School,US,High School,FULL_TIME,At least 1 year experience.,b8eb1df7-9f54-594d-a435-410b98f5aa6a,Hampstead,POINT(-76.86678000 39.63992000),21074,2021-04-10T01:09:23Z,MD,$12.00 - $15.00 / hour,"Communication, Computer Literacy, Teaching, Operations, Interpersonal Communications, Management, Attention To Detail, Creativity, Complex Problem Solving, Displaying (Exhibition), Professional Attitude, Cardiopulmonary Resuscitation, First Aid, Lesson Planning, Confidentiality, Sign Languages",Infant and Toddler Teacher – Early Childhood Education Teacher,39.63992,-76.86678,24,,,,,,
GPAC,US,Bachelor's Degree,FULL_TIME,,cd25947e-c493-5281-b1f9-c39e7f40b9b0,Lancaster,POINT(-118.15420000 34.68678000),,2021-04-26T17:02:55Z,CA,,Client Rapport,Associate Veterinarian,34.68678,-118.1542,6,,,,,,
Schoeller Allibert,US,,FULL_TIME,,7ad941f3-e6c5-5517-8c0c-64f70f818df5,Goodyear,POINT(-112.40530000 33.36024000),85338,2021-04-08T10:57:23Z,AZ,"$28,918.00 - $36,400.00 / year","Forklift Truck, Warehousing, Material Handling, Storage (Warehousing), Palletizing, Propane, Preventive Maintenance, Distribution (Business)",Forklift Driver,33.36024,-112.4053,4,,,,,,
"AEC Resources, Inc.",US,Bachelor's Degree,FULL_TIME,2 to 5 years experience.,1a024137-a9fb-5ae8-ad24-77539f0eef4f,Minneapolis,POINT(-93.26936000 44.98365000),55401,2021-04-19T15:40:42Z,MN,"$45,000.00 - $60,000.00 / year","Presentations, Creativity, Hospitality, Health Care",Architectural Intern,44.98365,-93.26936,27,,,,,,
Wild Consulting Solutions,US,,FULL_TIME,,cc29b739-9735-5475-94d8-b56a0e3b6be9,Cleveland,POINT(-81.69436000 41.49932000),,2021-04-26T11:42:08Z,OH,"$37,500.00 - $46,700.00 / year","Success Driven, Learning, Interactive Marketing, Friendliness, Hosts (File), Branding, Training, Positive Attitude, Retail Sales, Information Technology, Socialization, Presentations, Sales, Retailing, Marketing, Team-working",Retail Sales Associate,41.49932,-81.69436,39,,,,,,
StoneMor Inc.,US,High School,FULL_TIME,At least 1 year experience.,22d55ed2-105e-518e-999d-dc8dc927a7b1,Richmond,POINT(-77.43153000 37.58801000),23222,2021-05-03T14:01:31Z,VA,"$45,000.00 - $65,000.00 / year","Selling Techniques, Scheduling, Written Communication, Customer Service, Sales, Sales Process, Finance, Communication, Advising, Business-To-Consumer",Sales Representative,37.58801,-77.43153,51,,,,,,
3:16 Collection,US,High School,FULL_TIME,At least 1 year experience.,160661c1-40af-5423-9769-0cc8bec10d60,Houston,POINT(-95.36980000 29.76043000),,2021-05-01T06:13:48Z,TX,"$31,200.00 - $45,897.00 / year","Computer Literacy, Communication, Telephone Skills, Filing",Executive Administrative Assistant,29.76043,-95.3698,48,,,,,,
TW Metals Inc,US,High School,FULL_TIME,,c634f8ec-286b-5fed-a98e-a72f9da6456c,Monroe Township,POINT(-74.46154000 40.32898000),8831,2021-04-20T14:31:05Z,NJ,,"Scheduling, Cargos, Expediting, Customer Service, Warehousing, Administration, Management, Sales, Microsoft Office, Microsoft PowerPoint, Operations, Warehouse Management System, Reports, Export, Microsoft Excel",Material Logistics Coordinator,40.32898,-74.46154,34,,,,,,
